학교명,급식일자,급식인원수,칼로리정보,탄수화물(g),단백질(g),지방(g),비타민A(R.E),티아민(mg),리보플라빈(mg),비타민C(mg),칼슘(mg),철분(mg),menu_list
경덕초등학교,20250703,321,739.7,73.4,33.4,33.6,231.1,1.2,0.7,35.6,498.9,4.1,"['친환경혼합10곡밥', '우렁된장찌개', '콩나물파채무침', '삼겹&소시지캠핑구이', '보쌈김치', '귤', '모듬쌈/쌈장', '강화우유']"
경덕초등학교,20250704,267,605.0,113.8,19.9,6.8,104.6,0.2,0.5,63.7,254.8,4.5,"['떠먹는 김주먹밥', '미트볼투움바파스타', '블루베리무,오이피클', '오이상추무침', '배추김치', '딸기치즈오레오쿠키', '사과주스', '우유']"
경덕초등학교,20250707,321,528.7,84.4,26.0,9.1,253.9,0.4,0.5,13.4,393.0,7.7,"['친환경흑미밥', '콩나물김치국', '콩나물어묵잡채', '임연수오븐구이/데리야끼소스', '배추김치', '방울토마토', '우유']"
경덕초등학교,20250708,321,717.0,109.4,25.9,19.2,269.4,0.4,0.5,16.1,383.0,8.7,"['친환경귀리밥', '한우갈비탕', '오이부추무침', '두끼식떡볶이/김말이오븐구이', '깍두기', '수박', '오이고추된장무침', '강화우유']"
경덕초등학교,20250709,321,682.4,100.7,29.6,17.3,116.8,0.3,0.5,9.7,254.2,2.3,"['친환경혼합10곡밥', '쇠고기미역국', '치즈불닭', '도라지강정', '배추김치', '청포도', '발효유']"
경덕초등학교,20250710,321,667.4,79.3,26.8,27.7,213.9,0.5,0.6,21.9,391.0,4.0,"['미트볼치즈그라탕', '친환경혼합10곡밥', '쇠고기무국', '삼색파프리카/초고추장', '건파래볶음', '총각김치', '메론', '강화우유']"
경덕초등학교,20250711,321,666.6,86.9,37.0,19.2,250.6,0.8,0.7,11.9,308.1,2.2,"['자장밥', '실파계란국', '북경식꿔바로우탕수육', '배추김치', '베스킨라벤스아이스크림', '우유']"
경덕초등학교,20250714,321,745.0,115.2,34.5,15.5,226.3,0.5,0.6,47.9,398.5,3.2,"['친환경차수수밥', '아욱건새우된장국', '닭봉바베큐소스조림', '마늘쫑지무침', '크림소스스파게티', '배추김치', '파인애플2', '우유']"
경덕초등학교,20250715,321,706.6,87.4,27.0,28.0,232.3,0.4,0.5,15.2,502.2,3.8,"['친환경현미기장밥', '참치김치찌개', '새송이오이볶음', '생등심커틀렛/브라운소스', '배추김치', '열무김치', '방울토마토', '파스타샐러드/올리브발사믹소스', '강화우유']"
경덕초등학교,20250716,321,648.8,124.0,20.7,7.6,98.9,0.3,0.3,13.3,209.5,2.2,"['친환경흑미밥', '쇠고기명란젓찌개', '야채떡쌈조림', '사과도라지초무침', '배추김치', '수박', '발효유', '김부각']"
경덕초등학교,20250717,321,527.3,75.7,35.8,9.0,333.7,0.6,0.6,6.7,445.9,4.9,"['친환경현미보리밥', '근대된장국', '멸치견과류조림', '깻잎찜', '오리불고기', '열무김치', '메론', '강화우유']"
경덕초등학교,20250718,321,640.7,97.9,35.4,10.7,134.6,0.5,0.4,30.3,253.6,3.5,"['친환경현미찹쌀밥', '닭다리삼계탕', '쫄면야채무침', '오징어채조림', '깍두기', '귤', '야채스틱/쌈장', '우유']"
경덕초등학교,20250721,321,597.7,73.5,28.7,19.6,237.5,0.7,0.7,10.1,270.0,2.9,"['친환경귀리밥', '열무콩나물된장국', 'LA식돼지갈비찜', '가지호박구이', '구운김', '배추김치', '수박', '우유']"
경덕초등학교,20250722,321,520.9,75.9,30.9,10.1,237.4,0.3,0.6,13.3,421.7,3.2,"['친환경보리밥', '버섯들깨탕', '참나물팽이무침', '마늘쫑건새우볶음', '크리스피가자미강정', '배추김치', '방울토마토', '강화우유']"
경덕초등학교,20250723,321,668.7,80.9,26.7,26.6,111.7,0.5,0.6,25.2,233.3,2.0,"['친환경혼합10곡밥', '호박잎된장국', '콩나물파채무침', '오리훈제구이/허니머스타드소스', '배추김치', '포도', '발효유']"
경덕초등학교,20250724,321,691.4,103.1,25.5,20.3,255.6,0.4,0.4,9.6,397.9,3.7,"['친환경현미찹쌀밥', '쇠고기미역국', '감자삼색채볶음', '치즈함박스테이크/과일소스', '배추김치', '수박', '한식샐러드', '강화우유']"
경덕초등학교,20250725,321,649.4,96.7,31.4,14.9,102.1,0.4,0.5,29.8,258.1,3.2,"['친환경흰쌀밥', '잔치국수', '치킨텐더와갈릭웨지감자구이2', '배추김치', '귤', '우유']"
경덕초등학교,20250728,321,683.7,97.8,26.5,19.9,211.1,0.4,0.6,12.9,264.8,3.2,"['친환경발아현미밥', '청포묵쇠고기국', '연두부계란야채찜', '로제떡볶이', '오이소박이', '배추김치', '수박', '우유']"
경덕초등학교,20250729,321,507.5,74.7,27.2,11.1,236.9,0.4,0.5,9.7,439.0,3.6,"['친환경흑미밥', '북어계란국', '어묵엿장조림', '두부양념구이', '배추김치', '메론', '호박잎.양배추찜/쌈장', '강화우유']"
경덕초등학교,20250730,321,516.7,73.4,24.4,13.1,119.2,0.5,0.5,17.6,275.6,2.4,"['친환경혼합10곡밥', '애배추감자된장국', '돼지등갈비김치찜1', '참외오이무침', '건파래볶음', '열무김치', '발효유', '자두']"
경덕초등학교,20250731,321,712.2,105.2,22.7,22.8,196.3,0.4,0.6,17.3,271.0,4.0,"['친환경오색현미밥', '마라탕', '숙주미나리무침', '오징어링튀김/머스터드소스', '배추김치', '천혜향소르베아이스크림', '우유']"
경덕초등학교,20250811,321,660.8,85.6,29.7,21.1,190.5,0.9,0.7,17.3,252.8,2.9,"['친환경발아현미밥', '근대된장국', '알감자조림', '고구마줄기들깨가루볶음', '큐브모양찹스테이크', '배추김치', '수박', '우유']"
경덕초등학교,20250812,321,750.3,111.1,28.6,21.1,234.8,0.6,0.5,11.6,392.9,3.8,"['친환경흑미밥', '황기닭곰탕', '새송이부추무침', '로제떡볶이', '애호박미나리전', '깍두기', '포도', '강화우유']"
경덕초등학교,20250813,321,663.9,81.5,31.7,22.7,131.9,0.7,0.5,8.5,250.9,3.0,"['친환경현미찹쌀밥', '쇠고기미역국', '돼지갈비떡찜', '비름나물무침', '배추김치', '마카롱', '발효유', '한식샐러드']"
경덕초등학교,20250814,321,535.0,82.2,24.1,12.1,332.8,0.4,0.5,23.9,433.7,3.8,"['친환경혼합10곡밥', '콩나물잡채', '어묵엿장조림', '배추김치', '방울토마토', '야채스틱/쌈장', '쇠고기들깨탕', '강화우유']"
경덕초등학교,20250818,321,584.2,72.5,21.6,22.8,200.7,0.3,0.4,28.3,313.0,2.7,"['친환경현미기장밥', '열무콩나물된장국', '마늘쫑지무침', '참나물무침', '새우커틀렛/브라운소스', '배추김치', '파인애플2', '우유']"
경덕초등학교,20250819,321,663.3,102.3,26.5,16.2,330.5,0.5,0.6,15.7,407.5,7.1,"['친환경현미찹쌀밥', '육개장', '연두부계란야채찜', '두끼식떡볶이/김말이오븐구이', '배추김치', '수박', '강화우유']"
경덕초등학교,20250820,321,657.2,92.3,25.4,20.7,129.4,0.4,0.4,38.7,360.0,3.7,"['친환경혼합10곡밥', '쇠고기명란젓찌개', '열무된장무침', '치즈돈육커틀렛/브라운소스', '배추김치', '발효유', '여름귤', '그린샐러드/발사믹소스']"
경덕초등학교,20250821,321,692.1,96.3,31.0,20.0,207.6,0.6,0.5,6.6,410.9,3.1,"['친환경보리밥', '버섯들깨탕', '돼지등갈비김치찜1', '견과류멸치조림', '총각김치', '메론', '강화우유', '다시마부각']"
경덕초등학교,20250822,321,645.1,117.6,20.3,10.1,211.8,0.3,0.5,12.5,346.7,2.9,"['곤드레나물밥/양념장', '유부된장국', '소떡갈떡구이', '구운김', '배추김치', '자두주스', '우유']"
경덕초등학교,20250825,321,503.7,63.4,29.7,13.5,209.6,0.3,0.7,11.8,303.4,4.4,"['친환경흑미밥', '콩나물두부국', '한우메추리알조림', '깻잎찜', '숙주미나리무침', '배추김치', '방울토마토', '우유']"
경덕초등학교,20250826,321,575.6,81.8,26.4,16.2,254.5,0.6,0.6,34.0,439.4,3.6,"['친환경혼합10곡밥', '얼갈이배추된장국', '햄전&애호박전', '마파두부', '배추김치', '바나나', '강화우유']"
경덕초등학교,20250827,321,616.9,84.8,24.9,19.8,109.0,0.4,0.4,26.3,234.8,2.0,"['친환경귀리밥', '어묵무국', '감자삼색채볶음', '훈제오리김치볶음', '깍두기', '포도', '발효유', '야채스틱/쌈장']"
경덕초등학교,20250828,321,629.7,79.9,38.6,16.2,231.6,0.9,0.8,26.4,374.6,3.6,"['친환경현미기장밥', '참치김치찌개', '돈육고추장볶음', '가지튀김/양념장', '오이소박이', '알타리김치', '파인애플2', '강화우유']"
경덕초등학교,20250829,321,617.1,97.2,26.8,15.1,106.4,0.5,0.5,28.6,224.9,2.0,"['친환경흰쌀밥', '자장면', '단무지', '치킨탕수육', '배추김치', '탕수소스', '엔요요구르트', '우유']"
경덕초등학교,20250901,321,704.7,80.0,28.4,30.5,140.9,1.0,0.4,16.2,290.8,3.1,"['친환경현미찹쌀밥', '참치미역국', '떡갈비', '참나물팽이무침', '떡갈비오븐구이/소스', '배추김치', '우리쌀 단풍케익', '우유']"
경덕초등학교,20250902,321,636.6,80.3,27.3,22.9,279.7,0.6,0.6,49.0,451.0,3.5,"['친환경혼합10곡밥', '곤드레육개장', '비엔나소시지야채볶음', '비름나물무침', '오징어김치전', '배추김치', '파인애플2', '강화우유']"
경덕초등학교,20250903,321,627.9,106.3,30.1,8.1,126.5,0.4,0.4,21.2,225.4,4.0,"['친환경흑미밥', '녹두닭곰탕', '쫄면야채무침', '오징어채조림', '깍두기', '포도', '발효유', '야채스틱/쌈장']"
경덕초등학교,20250904,321,610.4,85.6,30.8,16.4,212.3,0.6,0.5,35.0,410.5,3.6,"['친환경현미차수수밥', '새송이오이볶음', '치킨커틀렛/허니머스터드소스', '배추김치', '여름귤', '쇠고기들깨탕', '그린샐러드/발사믹소스', '강화우유']"
경덕초등학교,20250905,321,702.0,131.0,20.7,10.8,113.6,0.4,0.4,57.8,298.0,3.4,"['인델리카레라이스', '유부된장국', '피자소떡꼬치구이', '배추김치', '골드키위', '우유']"
경덕초등학교,20250908,321,661.4,71.1,33.3,26.2,133.3,0.9,0.7,24.0,302.0,2.7,"['친환경현미기장밥', '햄모듬찌개', '실곤약야채무침', '미역줄기볶음', '큐브모양찹스테이크', '배추김치', '우유', '방울토마토']"
경덕초등학교,20250909,321,509.6,72.3,25.8,12.3,340.3,0.5,0.5,16.1,486.3,2.9,"['친환경현미보리밥', '아욱건새우된장국', '닭봉바베큐소스조림', '깻잎찜', '김구이2', '배추김치', '사과/GAP', '강화우유']"
경덕초등학교,20250910,321,481.2,82.9,21.6,6.1,49.0,0.3,0.5,29.4,222.4,2.2,"['친환경귀리밥', '콩나물국', '새송이오이볶음', '가자미볼/강정소스', '배추김치', '발효유', '파인애플2', '파스타샐러드/올리브발사믹소스']"
경덕초등학교,20250911,321,819.1,113.2,34.3,24.3,258.2,0.7,0.5,16.8,391.1,3.0,"['친환경발아현미밥', '북어계란국', '돼지등갈비김치찜1', '로제떡볶이', '알타리김치', '포도', '강화우유', '연근.다시마부각']"
경덕초등학교,20250912,321,716.3,93.7,36.3,21.4,235.7,0.7,0.8,13.1,339.1,14.9,"['곤드레나물밥/양념장', '배추속대된장국', '닭꼬치데리야끼소스구이', '구운김', '배추김치', '거꾸로먹는야쿠르트', '우유']"
경덕초등학교,20250915,321,679.0,103.5,38.0,12.2,239.6,1.1,0.6,11.6,376.5,6.9,"['친환경흑미밥', '물만두국', '콩나물무침', '오리불고기', '배추김치', '친환경 배', '다시마.양배추찜/쌈장', '강화우유']"
경덕초등학교,20250916,321,626.5,84.6,32.8,17.4,231.5,0.6,0.6,10.9,425.3,4.2,"['친환경귀리밥', '돈육김치찌개', '어묵엿장조림', '마파두부', '더덕양념구이', '깍두기', '포도', '강화우유']"
경덕초등학교,20250917,321,610.7,80.8,32.4,16.2,183.7,0.4,0.6,11.1,284.7,2.7,"['친환경혼합10곡밥', '얼갈이배추된장국', '연두부계란야채찜', '배도라지초무침', '치즈불닭', '배추김치', '발효유', '사과/GAP']"
경덕초등학교,20250918,321,744.6,87.1,21.6,34.8,143.1,0.3,0.5,21.0,327.4,3.1,"['친환경검정보리쌀밥', '부추올갱이된장국', '애호박새송이볶음', '생등심커틀렛/브라운소스', '배추김치', '우유', '과일샐러드']"
경덕초등학교,20250919,321,577.6,98.8,29.2,8.2,133.4,0.7,0.6,39.3,239.0,2.5,"['친환경흰쌀밥', '자장면', '단무지', '고추잡채/꽃빵', '배추김치', '여름귤', '우유']"
경덕초등학교,20250922,321,738.0,110.5,27.6,20.3,242.3,0.4,0.6,20.8,379.3,8.6,"['친환경검정보리쌀밥', '한우갈비탕', '오이부추무침', '두끼식떡볶이/김말이오븐구이', '깍두기', '메론', '오이고추된장무침', '강화우유']"
경덕초등학교,20250923,321,518.8,72.3,30.4,11.1,307.5,0.8,0.6,14.1,359.5,2.9,"['친환경발아현미밥', '근대된장국', '골뱅이야채무침', '돈육유자청볶음', '가지튀김/양념장', '배추김치', '파인애플2', '강화우유']"
경덕초등학교,20250924,321,543.1,75.3,34.8,10.4,138.7,0.9,0.6,27.3,308.5,5.0,"['친환경흑미밥', '열무콩나물된장국', '한방수육', '콩나물파채무침', '보쌈김치', '발효유', '귤', '모듬쌈/쌈장']"
경덕초등학교,20250925,321,597.6,97.4,22.9,13.3,208.3,0.4,0.5,9.5,410.3,3.4,"['친환경현미찹쌀밥', '꼬지어묵국', '두부양념구이', '버섯튀김/도라지강정', '오이소박이', '배추김치', '거봉', '강화우유']"
경덕초등학교,20250926,321,669.2,107.1,31.0,14.6,72.4,0.7,0.6,26.3,499.7,4.0,"['친환경흰쌀밥', '쌀국수', '치즈콤피네이션피자', '배추김치', '청귤주스', '우유']"
경덕초등학교,20250929,321,682.4,78.2,28.6,28.5,121.9,0.4,0.6,28.4,369.8,2.6,"['친환경혼합10곡밥', '우렁된장찌개', '건파래볶음', '오리훈제야채볶음', '배추김치', '우유', '사과/GAP', '한식샐러드']"
경덕초등학교,20250930,321,624.7,99.6,22.9,14.1,61.1,0.3,0.4,20.5,295.0,4.4,"['친환경오색현미밥', '마라탕', '단무지', '숙주미나리무침', '오징어링튀김/머스터드소스', '배추김치', '요거타임', '강화우유']"
경덕초등학교,20251001,321,794.2,100.3,34.6,26.9,154.3,0.8,0.6,14.2,297.0,3.4,"['친환경현미찹쌀밥', '쇠고기미역국', '돼지갈비떡찜', '콩나물잡채', '배추김치', '레인보우치즈샐러드/발사믹드레싱', '발효유', '우리밀무지개케이크']"
경덕초등학교,20251013,322,611.2,72.4,34.1,19.6,253.7,0.4,0.7,22.1,286.8,3.4,"['친환경귀리밥', '시금치콩나물된장국', '오이깍두기무침', '치즈불닭', '두부양념구이', '배추김치', '방울토마토', '우유']"
경덕초등학교,20251014,322,720.0,113.6,31.1,15.3,279.9,0.5,0.5,13.8,403.4,7.2,"['친환경혼합10곡밥', '대구찌개', '연두부계란야채찜', '두끼식떡볶이/김말이오븐구이', '배추김치', '연근.다시마부각', '사과/GAP', '강화우유']"
경덕초등학교,20251015,322,514.4,71.9,28.0,11.7,82.9,1.6,0.5,34.1,260.8,2.3,"['차수수밥', '얼갈이배추된장국', '콩나물파채무침', '오븐목살구이/스테이크소스', '보쌈김치', '발효유', '귤', '양배추찜/쌈장']"
경덕초등학교,20251016,322,661.2,71.4,38.5,23.8,350.0,0.7,0.8,47.3,457.3,5.5,"['친환경현미기장밥', '콩나물두부국', '한우메추리알조림', '비엔나소시지야채볶음', '깻순나물볶음', '배추김치', '파인애플2', '강화우유']"
경덕초등학교,20251017,322,777.1,119.8,22.2,22.2,121.4,0.4,0.5,5.9,366.3,3.4,"['친환경흰쌀밥', '잔치국수', '배추김치', '아이스크림과츄러스', '우유']"
경덕초등학교,20251020,321,555.9,98.6,25.1,7.4,137.9,0.3,0.5,20.4,301.7,3.1,"['친환경발아현미밥', '들깨미역수제비국', '브로콜리.파프리카/초장', '쭈꾸미야채볶음', '건파래볶음', '배추김치', '배', '우유']"
경덕초등학교,20251021,321,578.8,86.8,26.5,14.4,222.3,0.6,0.5,30.8,384.9,3.2,"['친환경현미차수수밥', '열무콩나물된장국', '새송이오이볶음', '치킨커틀렛/허니머스터드소스', '배추김치', '귤', '그린샐러드/발사믹소스', '강화우유']"
경덕초등학교,20251022,321,735.1,94.3,24.5,29.1,106.2,0.3,0.5,37.5,252.2,2.5,"['미트볼치즈그라탕', '친환경현미밥', '육개장', '연근조림', '오이부추무침', '배추김치', '발효유', '파인애플2']"
경덕초등학교,20251023,321,744.1,77.3,31.5,33.0,242.5,0.7,0.7,20.1,365.6,3.9,"['친환경현미찹쌀밥', '햄모듬찌개', '깻잎찜', '감자삼색채볶음', '오리애호박주물럭', '배추김치', '메론', '강화우유']"
경덕초등학교,20251024,321,664.5,94.0,27.4,20.0,138.5,0.5,0.7,21.2,431.1,2.2,"['오리훈제볶음밥', '콩나물김치국', '알배기배추겉절이', '구운김', '알타리김치', '야쿠르트', '콤비네이션피자', '우유']"
경덕초등학교,20251027,322,506.2,81.2,22.1,9.8,208.8,0.4,0.7,21.6,386.4,2.6,"['친환경발아현미밥', '아욱건새우된장국', '열무된장무침', '가자미크런치까스/허니머스터드소스', '배추김치', '샤인머스켓', '우유', '파스타샐러드/올리브발사믹소스']"
경덕초등학교,20251028,322,696.9,97.2,28.0,21.2,211.8,0.4,0.4,28.5,366.3,4.6,"['친환경흑미밥', '한우갈비탕', '어묵엿장조림', '깍두기', '통새우만두구이', '귤', '야채스틱/쌈장', '강화우유']"
경덕초등학교,20251029,322,557.2,78.4,21.0,17.9,52.6,0.9,0.3,17.7,208.0,2.7,"['친환경보리밥', '어묵무국', '떡갈비', '숙주미나리무침', '떡갈비오븐구이/소스', '배추김치', '발효유', '사과/GAP']"
경덕초등학교,20251030,322,718.8,92.5,35.9,22.4,226.7,0.7,0.6,7.9,448.3,3.7,"['친환경차수수밥', '야채물만두국', '돼지등갈비김치찜1', '견과류멸치조림', '가지호박구이', '총각김치', '메론', '강화우유']"
경덕초등학교,20251031,322,799.9,102.1,22.0,33.9,138.9,0.5,0.5,11.4,294.8,3.3,"['돈까스카레라이스', '유부된장국', '배추김치', '샤인머스켓', '블루베리미니도넛', '우유']"
경덕초등학교,20251103,323,698.4,93.2,31.3,21.2,140.6,0.5,0.6,10.2,274.9,3.0,"['친환경현미찹쌀밥', '쇠고기미역국', '돼지등갈비찜', '어묵잡채', '배추김치', '베리 스트로베리 케이크', '우유', '친환경 배']"
경덕초등학교,20251104,323,581.5,76.4,38.9,12.1,239.5,0.6,0.4,28.5,379.2,3.6,"['친환경현미기장밥', '대구찌개', '닭봉바베큐소스조림', '오징어채조림', '배추김치', '귤', '강화우유', '브로콜리숙회/초고추장소스']"
경덕초등학교,20251105,323,641.6,73.8,26.4,26.7,126.3,0.5,0.5,23.1,213.0,1.6,"['차수수밥', '근대팽이된장국', '콩나물무침', '오리훈제구이/허니머스타드소스', '배추김치', '발효유', '사과/GAP']"
경덕초등학교,20251106,323,632.5,89.3,28.2,17.5,193.2,0.9,0.6,28.8,406.5,2.7,"['친환경혼합10곡밥', '김치수제비국', '실곤약야채무침', '고구마줄기들깨가루볶음', '큐브모양찹스테이크', '깍두기', '파인애플2', '강화우유']"
경덕초등학교,20251107,323,710.1,111.3,26.6,16.7,127.1,0.2,0.4,11.9,381.1,2.6,"['친환경흰쌀밥/구운김', '잔치국수', '배추김치', '식혜', '토네이도핫도그롤', '우유']"
경덕초등학교,20251110,323,732.9,112.0,22.0,22.6,239.1,0.4,0.4,48.4,363.9,3.2,"['친환경발아현미밥', '들깨감자옹심이국', '시금치나물', '치즈돈육커틀렛/브라운소스', '배추김치', '요거트과일샐러드', '귤', '우유']"
경덕초등학교,20251111,323,741.1,86.3,38.3,26.3,264.6,0.7,0.6,37.0,379.8,3.0,"['친환경현미기장밥', '햄모듬찌개', '숙주미나리무침', '치즈불닭', '애호박양념구이', '배추김치', '츄러스', '귤', '강화우유']"
경덕초등학교,20251112,323,565.5,75.8,26.9,17.1,75.9,0.5,0.5,56.4,249.0,2.7,"['친환경혼합10곡밥', '쇠고기명란젓찌개', '비엔나소시지야채볶음', '건파래볶음', '배추김치', '발효유', '파인애플2', '무생채']"
경덕초등학교,20251113,323,558.3,99.7,19.0,9.6,240.9,0.4,0.5,16.5,366.4,2.6,"['친환경흑미밥', '육개장', '마늘쫑지무침', '로제떡볶이', '애호박새송이볶음', '배추김치', '친환경 배', '강화우유']"
경덕초등학교,20251114,323,664.3,124.4,22.2,9.1,161.0,0.4,0.6,14.7,280.2,2.3,"['자장밥', '연두부계란탕', '소떡갈떡구이', '배추김치', '석류코코푸딩', '유자소스샐러드', '우유']"
경덕초등학교,20251117,323,620.8,89.8,29.4,16.2,103.4,0.4,0.5,34.2,283.5,2.9,"['친환경현미차수수밥', '새송이오이볶음', '치킨커틀렛/허니머스터드소스', '배추김치', '귤', '우유', '쇠고기들깨탕', '그린샐러드/발사믹소스']"
경덕초등학교,20251118,323,609.0,82.8,38.0,13.5,219.0,1.0,0.7,10.4,560.5,6.0,"['친환경검정보리쌀밥', '우렁된장찌개', '한방수육', '보쌈김치', '야쿠르트', '모듬쌈/쌈장', '깐밤무초무침', '강화우유']"
경덕초등학교,20251119,323,531.3,89.1,23.1,8.4,58.1,0.3,0.5,32.1,201.7,2.0,"['친환경귀리밥', '어묵무국', '새송이오이무침', '가자미볼/강정소스', '배추김치', '발효유', '파인애플2', '파스타샐러드/올리브발사믹소스']"
경덕초등학교,20251120,323,648.5,84.6,36.2,17.3,215.7,0.6,0.5,9.8,432.4,3.2,"['친환경발아현미밥', '북어계란국', '멸치견과류조림', '돼지등갈비김치찜1', '다보탑십원빵', '깍두기', '방울토마토', '강화우유']"
경덕초등학교,20251121,323,714.1,115.8,24.3,17.3,83.8,0.6,0.5,29.8,276.4,5.6,"['친환경흰쌀밥/구운김', '사골친환경떡국', '오이부추무침', '오징어링튀김/머스터드소스', '배추김치', '귤', '우유']"
경덕초등학교,20251124,323,625.8,85.1,32.0,16.9,151.8,0.5,0.6,9.0,290.3,3.6,"['차수수밥', '열무콩나물된장국', '쭈꾸미돈육볶음', '두부양념구이', '배추김치', '우유', '사과/GAP', '연근.다시마부각']"
경덕초등학교,20251125,323,662.9,99.1,35.9,12.8,288.5,1.0,0.6,9.4,348.4,6.6,"['친환경흑미밥', '물만두국', '깻잎찜', '오리불고기', '구운김', '배추김치', '친환경 배', '강화우유']"
경덕초등학교,20251126,268,808.3,127.5,29.7,19.4,127.4,0.3,0.5,38.3,262.4,8.2,"['친환경흑미밥', '한우갈비탕', '두끼식떡볶이/김말이오븐구이', '어묵엿장조림', '깍두기', '발효유', '파인애플2', '야채스틱/쌈장']"
경덕초등학교,20251127,268,527.1,81.4,24.8,11.1,273.6,0.4,0.6,24.1,498.0,7.4,"['친환경혼합10곡밥', '아욱건새우된장국', '참나물무침', '임연수오븐구이/데리야끼소스', '배추김치', '과일샐러드', '강화우유']"
경덕초등학교,20251128,268,646.6,87.2,26.6,21.2,157.2,0.3,0.4,40.1,314.8,3.7,"['친환경오색현미밥', '마라탕', '단무지', '열무된장무침', '뿌링클팝콘치킨', '배추김치', '귤', '우유']"
경덕초등학교,20251201,324,785.4,97.3,34.3,27.6,175.6,0.3,0.6,10.6,269.4,5.0,"['친환경현미찹쌀밥', '쇠고기미역국', '한우갈비떡찜', '콩나물잡채', '배추김치', 'BR슈팅스타케이크', '우유', '배/자율']"
경덕초등학교,20251202,324,623.3,77.0,24.8,24.3,180.0,1.2,0.4,14.5,356.8,3.5,"['친환경보리밥', '어묵무국', '떡갈비', '숙주미나리무침', '떡갈비오븐구이/소스', '배추김치', '사과/GAP', '강화우유']"
경덕초등학교,20251203,323,627.6,87.7,19.9,22.1,283.6,0.3,0.4,27.4,315.0,3.0,"['친환경흑미밥', '근대된장국', '시금치나물', '치즈돈육커틀렛/브라운소스', '배추김치', '방울토마토', '발효유', '양배추샐러드/땅콩소스']"
경덕초등학교,20251204,324,671.4,92.0,36.0,17.0,223.8,0.6,0.4,25.0,364.4,3.9,"['친환경발아현미밥', '닭다리삼계탕', '오징어채조림', '파래연근튀김', '깍두기', '귤', '야채스틱/쌈장', '강화우유']"
경덕초등학교,20251205,324,562.9,94.0,21.2,10.6,111.3,0.4,0.3,14.8,323.9,4.5,"['인델리카레라이스', '유부된장국', '블랙타이거새우치즈구이와 감자튀김', '배추김치', '우유', '한라봉감귤쥬스']"
경덕초등학교,20251208,324,578.7,75.5,30.9,15.8,109.8,1.6,0.6,36.7,290.2,2.5,"['친환경현미차수수밥', '얼갈이배추된장국', '콩나물파채무침', '오븐목살구이/스테이크소스', '보쌈김치', '파인애플', '우유', '양배추찜/쌈장']"
경덕초등학교,20251209,324,669.1,96.9,27.7,19.3,258.1,0.6,0.5,37.0,417.8,4.1,"['친환경현미기장밥', '곤드레육개장', '오이부추무침', '퐁듀함박스테이크와 야채구이', '배추김치', '귤', '강화우유']"
경덕초등학교,20251210,324,591.7,76.0,28.9,17.9,166.6,0.6,0.5,8.9,252.5,3.2,"['친환경현미기장밥', '열무콩나물된장국', '돼지등갈비김치찜1', '연두부계란야채찜', '깍두기', '연근.다시마부각', '발효유', '배']"
경덕초등학교,20251211,324,538.9,65.1,28.0,18.2,185.4,0.6,0.5,12.5,372.3,3.0,"['친환경현미차수수밥', '콩나물국', '새송이오이볶음', '돈마호크스테이크와 야채구이', '배추김치', '사과/GAP', '강화우유']"
경덕초등학교,20251212,324,693.1,116.5,29.7,12.0,110.9,0.4,0.4,28.3,243.0,2.0,"['자장밥', '꼬지어묵국', '꼬들꼬들오이지무침', '배추김치', '치킨퀘사디아', '귤', '우유']"
경덕초등학교,20251215,324,684.5,96.3,30.5,19.0,143.0,0.3,0.4,29.2,425.3,3.6,"['친환경귀리밥', '열무콩나물된장국', '건파래볶음', '콘치즈구이', '배추김치', '생선커틀렛/사과콘소스', '귤', '우유']"
경덕초등학교,20251216,324,602.6,80.8,34.7,14.3,291.5,0.4,0.5,10.4,389.0,3.7,"['친환경검정보리쌀밥', '대구찌개', '닭봉바베큐소스조림', '깻잎찜', '구운김', '배추김치', '사과/GAP', '강화우유']"
경덕초등학교,20251217,324,816.6,135.7,29.9,16.9,158.6,0.3,1.0,23.8,326.0,6.9,"['친환경발아현미밥', '마라탕', '멸치견과류조림', '단무지', '두끼식떡볶이/김말이오븐구이', '배추김치', '발효유', '마시는요거트']"
경덕초등학교,20251218,277,716.5,99.2,29.1,22.0,209.0,0.4,0.4,28.2,377.2,4.9,"['친환경흑미밥', '한우갈비탕', '어묵엿장조림', '깍두기', '통새우만두구이', '귤', '야채스틱/쌈장', '강화우유']"
경산초등학교,20250102,322,582.7,75.7,31.6,16.6,29.2,0.6,0.3,29.5,279.7,2.8,"['돈육파인불고기', '기장밥*', '감자옹심이떡국*', '저나트륨멸치견과류볶음*', '배추김치*', '귤*']"
경산초등학교,20250103,371,473.5,61.2,27.1,12.7,65.4,0.5,0.4,23.0,213.9,2.3,"['무농약오색현미밥*', '돈육김치찌개**', '닭봉바베큐조림', '미역줄기파프리카볶음', '배추김치*', '식물성요구르트*']"
경산초등학교,20250304,291,672.0,87.6,29.1,22.5,44.4,0.6,0.3,13.3,199.0,4.2,"['보리밥*', '콩비지찌개**', '숙주한우볶음', '치킨까스/콘소스', '배추김치*', '단감*']"
경산초등학교,20250305,336,654.3,101.3,23.5,17.4,114.1,0.4,0.4,4.8,198.1,4.0,"['기장밥*', '새학기축하케이크', '한우미역국', '야채계란찜*', '궁중떡볶음*', '배추김치*', '유기농포도와야채주스*']"
