학교명,급식일자,급식인원수,칼로리정보,탄수화물(g),단백질(g),지방(g),비타민A(R.E),티아민(mg),리보플라빈(mg),비타민C(mg),칼슘(mg),철분(mg),menu_list
구정초등학교,20251030,57,631.0,69.8,32.5,23.6,106.1,0.3,0.7,6.3,370.3,3.8,"['강황쌀밥', '쇠고기시래기국', '두부조림', '뮤즐리멸치볶음', '배추김치', '바나나', '우유']"
구정초등학교,20251031,57,801.5,116.1,28.3,25.9,286.6,0.5,0.6,41.9,280.2,9.8,"['쌀밥', '마라탕', '시금치들깨나물', '탕수육', '깍두기', '열대과일', '우유']"
구정초등학교,20251103,57,695.2,84.2,40.3,20.7,174.6,0.4,0.7,8.0,328.1,2.8,"['강황쌀밥', '쇠고기미역국', '미나리숙주나물', '가자미튀김', '배추김치', '우유', '떠먹는요거트']"
구정초등학교,20251104,57,727.7,102.9,28.6,22.0,164.4,0.6,0.6,26.5,217.4,8.4,"['현미찹쌀밥', '닭개장', '청경채무침', '동글탕수육', '배추김치', '단감', '우유']"
구정초등학교,20251105,57,857.2,125.3,28.9,27.1,151.1,0.8,0.7,39.5,442.9,5.3,"['영양죽', '샐러리장아찌', '배추김치', '초코라떼', '미니새우버거', '귤', '우유']"
구정초등학교,20251106,57,639.1,86.9,43.4,12.6,134.6,0.7,0.7,7.6,241.0,2.7,"['찰흑미밥', '두부김치국', '닭간장조림', '느타리햄볶음', '깍두기', '사과', '우유']"
구정초등학교,20251107,57,526.4,83.8,31.6,7.5,183.7,0.4,0.6,82.3,289.5,5.1,"['쌀보리밥', '아욱감자국', '오리불고기', '무조미김/양념간장', '배추김치', '양념류', '우유', '골드키위']"
구정초등학교,20251110,57,680.0,90.6,24.2,24.1,85.8,0.4,0.6,10.0,219.5,7.7,"['쌀밥', '한우사골국', '도토리묵무침', '돈육강정', '배추김치', '우유', '샤인머스켓']"
구정초등학교,20251111,57,756.9,113.3,33.1,19.0,199.8,0.3,0.7,13.0,470.7,3.9,"['찰흑미밥', '고추장수제비국', '두부계란전/양념간장', '미역줄기볶음', '깍두기', '쌀라떼', '우유']"
구정초등학교,20251112,57,639.8,94.3,35.0,14.0,177.5,0.4,0.9,40.9,358.0,3.7,"['콩나물밥', '달걀파국', '무생채', '치킨가스', '배추김치', '양념간장', '파인애플', '뽀로로요쿠르트', '우유']"
구정초등학교,20251113,57,669.2,92.1,32.9,18.0,120.5,0.3,0.4,6.0,291.9,2.6,"['현미찹쌀밥', '유부어묵국', '우엉조림', '닭봉구이', '배추김치', '사과', '우유']"
구정초등학교,20251114,57,660.0,75.5,27.4,26.3,199.6,0.8,0.7,12.4,251.2,2.9,"['강황쌀밥', '김치콩나물국', '상추쌈', '삼겹살구이', '파김치', '배', '우유']"
구정초등학교,20251117,57,690.5,115.7,28.1,12.5,141.8,0.6,0.5,23.2,285.0,3.5,"['쌀보리밥', '오징어짬뽕국', '달래사과무침', '로제떡볶이', '배추김치', '바나나', '우유']"
구정초등학교,20251118,57,780.9,110.6,33.9,23.3,174.1,0.6,0.7,11.0,309.5,3.5,"['차수수밥', '등뼈탕', '어묵볶음', '호박양념장무침', '배추김치', '배', '우유', '마카롱']"
구정초등학교,20251119,57,628.7,108.3,20.0,12.8,108.3,0.5,0.4,28.5,194.7,1.6,"['쌀밥', '자장면', '오이지무침', '배추김치', '배', '아이스슈', '우유', '오렌지쥬스']"
구정초등학교,20251120,57,634.7,68.6,30.7,26.0,316.9,0.6,0.6,84.5,301.5,3.1,"['잡곡밥', '쇠고기배추국', '시금치고추장무침', '햄전', '깍두기', '오렌지', '우유']"
구정초등학교,20251121,57,630.4,70.2,38.5,20.6,95.0,0.9,0.7,8.1,232.4,2.5,"['녹미밥', '대구맑은탕', '수육/쌈장', '애호박느타리볶음', '배추김치', '사과', '우유']"
구정초등학교,20251124,57,660.6,94.3,45.3,11.3,180.3,0.8,0.7,10.2,277.0,3.9,"['잡곡밥', '순두부찌개', '닭고구마조림', '참나물무침', '알타리김치', '멜론', '우유']"
구정초등학교,20251125,57,699.5,86.7,48.7,16.6,155.7,0.3,0.7,13.9,370.5,4.5,"['쌀보리밥', '쇠고기콩나물국', '취나물무침', '코다리강정', '배추김치', '바나나', '우유']"
구정초등학교,20251126,57,809.4,122.7,26.9,24.7,242.3,0.5,0.8,23.5,387.2,3.4,"['맑은미역국', '김치볶음밥', '메밀전병', '딸기아이스크림', '우유', '샤인머스켓', '궁채장아찌']"
구정초등학교,20251127,57,746.8,105.2,38.5,18.7,84.6,0.3,0.6,8.7,385.9,4.5,"['녹미밥', '청국장', '콩나물무침', '생선가스/소스', '배추김치', '배', '우유']"
구정초등학교,20251128,57,653.1,86.5,34.6,17.1,111.7,0.9,0.6,36.6,245.8,4.9,"['차수수밥', '홍합무국', '매운갈비찜', '배추나물', '깍두기', '오렌지', '우유']"
구정초등학교,20251201,57,663.4,85.0,32.5,21.8,97.8,0.4,0.5,7.5,264.5,3.3,"['기장밥', '쇠고기미역국', '청포묵무침', '순살치킨', '배추김치', '멜론', '우유']"
구정초등학교,20251202,57,688.1,98.1,42.7,12.8,151.3,0.7,0.5,86.4,260.3,5.0,"['귀리밥', '햄채소찌개', '숙주맛살무침', '낙지볶음', '깍두기', '딸기', '우유']"
구정초등학교,20251203,57,756.2,107.5,24.6,24.3,85.6,0.7,0.4,20.0,341.8,2.2,"['쌀밥', '카레우동', '왕새우튀김', '배추김치', '배', '복숭아쥬스', '우유']"
구정초등학교,20251204,57,770.0,90.5,36.7,28.6,295.7,0.5,0.7,55.1,348.2,3.0,"['현미찹쌀밥', '닭배추국', '근대나물', '햄에그까스/소스', '깍두기', '우유', '파인애플']"
구정초등학교,20251205,57,696.4,106.3,37.1,13.8,250.4,0.8,0.7,94.2,242.6,3.0,"['강황쌀밥', '시금치조개국', '오이무침', '돈육불고기', '배추김치', '우유', '황금향']"
구정초등학교,20251208,57,632.1,87.3,23.9,20.9,190.2,0.7,0.4,13.7,267.5,2.2,"['귀리밥', '꼬지어묵국', '부지깽이나물', '로제미트볼', '배추김치', '열대과일', '우유']"
구정초등학교,20251209,57,713.0,74.0,32.2,31.6,130.3,0.5,0.7,52.2,249.9,2.3,"['쌀보리밥', '쇠고기시래기국', '훈제오리/무쌈', '콩나물무침', '배추김치', '파인애플', '우유']"
구정초등학교,20251210,57,685.0,93.4,32.6,20.5,233.0,0.6,0.7,16.4,385.4,4.2,"['곤드레비빔밥', '유부무국', '치킨텐더', '배추김치', '양념류', '양념간장', '송편', '우유', '샤인머스켓']"
구정초등학교,20251211,57,739.8,96.8,33.0,23.6,219.1,0.6,0.6,11.3,246.8,2.3,"['찰흑미밥', '참치찌개', '등갈비조림', '세발나물', '배추김치', '배', '우유']"
구정초등학교,20251212,57,720.1,87.3,35.2,25.3,97.9,0.3,0.7,6.0,388.4,3.8,"['잡곡밥', '쇠고기콩나물국', '멸치아몬드조림', '두부강정', '배추김치', '우유', '체리']"
구정초등학교,20251215,57,829.1,130.0,35.2,18.0,106.8,0.2,0.3,11.0,387.0,2.9,"['현미찹쌀밥', '김치수제비국', '미역줄기볶음', '크런치생선가스/소스', '깍두기', '사과', '우유']"
구정초등학교,20251216,57,675.5,84.9,35.9,19.9,155.4,0.6,0.5,49.9,228.4,2.5,"['차수수밥', '사골황태국', '호박양념장무침', '닭봉구이', '배추김치', '우유', '레드향']"
구정초등학교,20251217,57,614.3,108.2,20.4,10.5,123.0,0.4,0.5,35.7,205.6,3.4,"['쌀밥', '잔치국수', '무말랭이무침', '김치무침', '포도푸딩', '귤', '에그타르트']"
구정초등학교,20251218,57,510.7,69.4,32.4,11.0,287.8,0.9,0.8,8.6,263.4,3.2,"['쌀보리밥', '근대된장국', '돈육장조림', '생깻잎지', '배추김치', '배', '우유']"
구정초등학교,20251219,57,648.0,88.5,28.5,20.1,264.3,0.3,0.7,28.7,259.0,2.9,"['잡곡밥', '쇠고기무국', '시금치들깨나물', '김치전', '깍두기', '바나나', '우유']"
구정초등학교,20251222,57,690.2,99.6,31.5,18.6,97.9,0.4,0.7,7.6,342.7,4.1,"['강황쌀밥', '도토리묵국', '두부조림', '진미채볶음', '깍두기', '사과', '우유']"
구정초등학교,20251223,57,661.7,86.1,40.6,16.8,184.8,0.5,0.6,75.3,277.6,4.2,"['귀리밥', '쇠고기배추국', '닭갈비', '김자반', '깍두기', '딸기', '우유']"
구정초등학교,20251224,57,652.4,96.4,19.4,20.0,224.6,0.3,0.6,18.5,226.1,2.1,"['오므라이스', '콩나물국', '배추김치', '복숭ㅇ푸딩', '크리스마스케익', '배', '우유']"
구정초등학교,20251226,57,644.5,101.1,19.8,17.7,106.1,0.3,0.4,57.6,293.3,1.7,"['홍미밥', '황태무국', '깐쇼새우', '배추김치', '오렌지', '우유', '브로컬리/초고추장']"
구정초등학교,20251229,57,674.1,86.3,37.5,19.0,113.9,0.4,0.6,42.8,238.3,3.8,"['찰흑미밥', '동태찌개', '오이배무침', '한우불고기', '배추김치', '우유', '파인애플']"
구정초등학교,20251230,57,856.2,104.2,23.5,38.3,115.2,0.6,0.6,13.4,298.7,3.3,"['홍미밥', '들깨순두부', '봄동전', '미니돈가스/소스', '깍두기', '우유', '샤인머스켓']"
구정초등학교,20251231,57,604.5,72.7,36.8,16.8,91.7,0.4,0.5,70.4,198.0,2.4,"['차수수밥', '한우사골국', '애호박느타리볶음', '삼치구이양념', '배추김치', '딸기', '우유']"
국원초등학교,20250102,1175,728.6,100.5,33.1,21.0,270.3,0.7,0.6,8.3,441.9,6.8,"['친환경쌀밥*', '사골떡만두국*', '더덕배무침', '한우새송이불고기', '배추김치', '2025 신년케이크', '흰죽', '우유']"
국원초등학교,20250103,1175,603.7,94.2,26.3,12.7,306.6,0.8,0.6,7.3,421.1,2.9,"['친환경발아현미밥*', '매콤당면어묵탕*', '돼지갈비찜*', '애호박새우젓볶음*', '알타리김치', '흰죽', '샤인머스캣', '우유']"
국원초등학교,20250106,1175,590.1,75.2,33.5,16.5,331.9,1.1,0.8,3.9,538.7,3.5,"['친환경기장밥*', '순두부찌개*', '돈육메추리알장조림1', '세발나물무침', '깍두기', '흰죽', '콤비네이션피자', '우유']"
국원초등학교,20250107,1175,533.1,67.4,28.8,15.1,266.8,0.9,0.5,40.5,427.6,2.7,"['친환경보리밥*', '맑은동태국*', '도토리묵무침*', '바싹불고기/무쌈', '섞박지', '흰죽', '딸기*', '우유']"
국원초등학교,20250108,1175,729.6,84.6,37.5,25.8,309.8,0.6,0.6,31.2,437.6,3.7,"['친환경쌀밥', '사과잔치국수*', '오징어초무침', '닭다리오븐구이', '배추김치무침', '흰죽', '한라봉', '우유']"
국원초등학교,20250301,1125,1217.5,88.0,6.3,88.7,115.2,0.1,0.8,1.2,84.1,2.1,['양념류*']
국원초등학교,20250304,989,451.3,48.6,22.1,17.4,40.2,0.6,0.3,4.3,91.4,1.7,"['친환경쌀밥', '쇠고기미역국*', '콩나물무침*', '양념목살칼집구이*', '배추김치', '흰죽', '바나나*']"
국원초등학교,20250305,1125,601.4,86.1,23.5,17.2,70.5,0.4,0.4,8.1,127.8,3.2,"['친환경쌀밥', '사과잔치국수*', '오이맛살초무침', '나쵸치킨너겟', '배추김치무침', '새학기초코케이크', '흰죽']"
국원초등학교,20250306,1125,578.1,75.8,14.4,23.7,27.4,0.3,0.2,26.1,86.5,1.8,"['친환경보리밥*', '어묵국*', '삼색묵김가루무침*', '등심돈까스', '깍두기', '흰죽', '오렌지*']"
국원초등학교,20250307,1125,451.2,63.3,23.3,11.0,86.4,0.7,0.4,52.4,143.2,3.7,"['친환경차조밥*', '냉이된장국*', '돈육김치찜*', '봄동겉절이', '건파래볶음*', '흰죽', '딸기*']"
국원초등학교,20250308,1125,4.0,0.9,0.1,0.0,0.0,0.0,0.0,0.8,2.0,0.0,['김치양념*']
국원초등학교,20250310,1125,558.9,83.1,27.1,11.8,120.4,0.3,0.5,57.8,185.7,4.0,"['친환경발아현미밥*', '감자옹심이국1', '치즈계란찜*', '가자미살간장양념구이1', '오이소박이', '흰죽', '골드키위*']"
국원초등학교,20250311,1125,505.1,61.4,29.4,14.8,63.0,0.6,0.3,30.7,105.6,1.9,"['친환경혼합잡곡밥*', '참치김치찌개*', '마늘보쌈', '유채나물무침*', '알타리김치', '흰죽', '파인애플*']"
국원초등학교,20250312,1125,714.6,95.9,25.4,24.6,91.1,0.3,0.3,7.6,150.3,2.8,"['친환경쌀밥', '치킨마요덮밥*', '오복채무침*', '쫄면야채무침*', '배추김치', '흰죽', '친환경사과*', '가쓰오장국']"
국원초등학교,20250313,1125,642.2,77.0,33.7,20.6,65.9,0.7,0.4,27.9,79.2,2.6,"['친환경기장밥*', '쇠고기무국*', '돈육알장조림*', '소세지채소볶음*', '배추김치', '한라봉젤리푸딩', '흰죽']"
국원초등학교,20250314,1125,730.4,84.0,28.0,31.0,91.8,0.5,0.4,22.5,122.5,4.1,"['아미노산밥*', '사골떡만두국*', '참나물무침*', '오리훈제/무쌈', '깍두기', '흰죽', '대추방울토마토']"
국원초등학교,20250317,1125,464.0,65.7,25.1,10.5,54.9,0.6,0.2,18.7,131.7,1.4,"['친환경차수수밥*', '조랑떡미역국*', '제육볶음', '아몬드멸치볶음*', '깍두기', '흰죽', '귤*']"
국원초등학교,20250318,1125,512.8,83.5,20.1,10.3,101.6,0.3,0.3,7.9,111.5,2.5,"['친환경차조밥*', '닭감자국*', '하트떡갈비조림', '세발나물무침', '알타리김치', '흰죽', '바나나*']"
국원초등학교,20250319,1125,630.7,98.0,27.4,15.7,104.2,0.5,0.5,18.3,163.7,7.7,"['친환경쌀밥', '짜장면*', '짬뽕국1', '하트단무지무침*', '찹쌀꿔바로우*', '배추김치', '흰죽', '저당요구르트']"
국원초등학교,20250320,1125,475.0,74.3,22.5,9.0,133.5,0.3,0.3,16.0,115.0,1.7,"['친환경보리밥*', '시금치된장국*', '애호박새우젓볶음*', '치즈닭갈비1', '배추김치', '흰죽', '친환경배*']"
국원초등학교,20250321,1125,619.2,80.3,16.5,24.8,45.4,0.2,0.2,39.3,147.7,2.0,"['친환경발아현미밥*', '전주식 콩나물국*', '게맛살달걀전*', '새우까스', '깍두기', '흰죽', '딸기*']"
국원초등학교,20250324,1125,756.5,78.8,31.5,33.8,246.6,0.9,0.6,24.7,419.3,3.2,"['친환경혼합잡곡밥*', '두부된장국*', '콩나물무침-*', '시즈닝회오리감자', '캠핑모듬구이*', '깍두기', '흰죽', '우유']"
국원초등학교,20250325,1125,616.8,74.2,32.1,20.6,360.9,0.9,0.5,37.8,449.6,3.2,"['친환경보리밥*', '부대찌개*', '시금치무침', '간장석쇠불고기', '알타리김치', '흰죽', '귤*', '우유']"
국원초등학교,20250326,1125,850.5,104.0,24.9,36.0,298.6,0.5,0.6,19.5,472.1,4.4,"['가츠동', '유부장국*', '양배추샐러드', '봄동겉절이', '해물볶음우동*', '흰죽', '바나나*', '우유']"
국원초등학교,20250327,1125,644.9,114.1,24.7,10.0,266.5,0.5,0.7,18.5,406.5,4.3,"['친환경발아현미밥*', '소고기샤브국*', '연근조림*', '떡볶이/오징어튀김', '배추김치', '흰죽', '친환경배*', '우유']"
국원초등학교,20250331,1125,566.5,74.0,39.0,11.5,295.5,0.8,0.6,17.2,377.5,3.1,"['친환경기장밥*', '돼지국밥', '닭간장조림*', '베이컨감자채볶음', '섞박지', '흰죽', '친환경사과*', '우유']"
국원초등학교,20250401,1125,609.8,73.2,26.9,21.7,94.5,0.6,0.3,9.0,112.4,2.7,"['친환경쌀밥.', '쇠고기미역국*', '단호박갈비찜.', '잡채무침*', '배추김치.', '초코앙슈']"
국원초등학교,20250402,1125,664.1,74.9,30.3,25.6,65.4,3.3,0.4,9.6,156.9,2.6,"['김당근주먹밥*', '콘스프', '돈육찹스테이크', '케이준치킨샐러드.', '배추김치.', '친환경사과*']"
국원초등학교,20250403,1125,476.0,70.0,20.1,12.2,34.6,0.6,0.2,24.3,82.1,7.5,"['친환경차조밥*', '물만두국*', '도라지오이무침', '임연수어카레구이', '깍두기.', '오렌지*']"
국원초등학교,20250404,1125,563.2,76.2,17.8,21.2,702.4,0.3,0.2,16.6,123.4,1.8,"['참치야채비빔밥*', '콩나물국.', '새우튀김', '배추김치.', 'ABC주스', '흑임자연근샐러드']"
국원초등학교,20250407,1125,604.8,66.0,19.6,28.2,63.6,0.6,0.4,20.8,112.7,2.1,"['친환경기장밥*', '두부된장국*', '삼겹살새송이구이*', '오이소박이', '파인애플', '식물성유산균요구르트', '상추쌈/쌈장*']"
국원초등학교,20250408,1125,423.1,57.5,23.1,10.0,132.8,0.5,0.2,15.8,66.9,1.9,"['찰보리밥', '순두부찌개*', '시금치무침', '국원수제후라이드치킨', '알타리김치', '대추방울토마토']"
국원초등학교,20250409,1125,586.0,62.3,23.7,26.2,117.7,0.6,0.4,58.7,118.4,2.2,"['오므라이스*', '배추김치.', '가쓰오장국.', '열대과일샐러드', '토네이도소세지']"
국원초등학교,20250410,1125,749.1,74.3,27.2,37.8,85.0,0.4,0.4,27.8,146.9,1.8,"['친환경차수수밥*', '부대찌개.', '비름나물무침-*', '오리훈제/무쌈', '깍두기.', '친환경사과*']"
국원초등학교,20250411,954,540.4,86.9,21.8,10.8,87.9,0.2,0.2,59.0,126.4,2.6,"['아미노산밥*', '곰돌이마들렌', '닭감자국*', '참나물무침*', '오징어떡볶음*', '배추김치.', '오렌지*', '골드키위*']"
국원초등학교,20250414,1125,652.0,99.9,22.2,17.6,120.1,0.5,0.6,75.2,96.1,7.4,"['짜장밥*', '계란국', '봄동겉절이', '등심탕수육*', '깍두기.', '사랑해 사과주스']"
국원초등학교,20250415,1125,421.4,77.6,16.8,4.6,59.7,0.2,0.2,26.6,79.4,1.9,"['친환경흑미밥*', '조랑떡미역국*', '로제쭈꾸미불고기', '베이컨감자채볶음', '배추김치.', '참외*']"
국원초등학교,20250416,1125,684.5,101.9,36.2,12.5,34.0,0.4,0.2,12.3,57.2,1.8,"['친환경쌀밥', '제주고기국수*', '오이치커리무침*', '갈비맛숯불치킨', '배추김치.', '청포도에이드']"
국원초등학교,20250417,939,422.0,59.0,23.1,9.6,55.7,0.7,0.3,36.7,122.1,1.8,"['친환경차조밥*', '아욱감자된장국*', '돈육김치찜*', '건파래볶음*', '백김치', '오렌지*']"
국원초등학교,20250418,936,689.3,104.3,17.1,21.3,43.0,0.2,0.2,8.1,130.2,1.8,"['친환경쌀밥.', '전주식 콩나물국*', '쫄면야채무침*', '새우까스', '깍두기.', '바나나*']"
국원초등학교,20250421,1125,440.3,59.2,32.4,6.4,81.9,0.4,0.4,9.7,103.7,2.3,"['친환경쌀밥.', '오징어무국*', '닭간장조림*', '숙주미나리무침*', '알타리김치', '대추방울토마토']"
국원초등학교,20250422,1125,481.0,67.2,24.9,12.1,83.3,0.7,0.3,27.6,114.9,2.1,"['친환경혼합잡곡밥*', '참치김치찌개*', '고기야채볶음&또띠아', '열무된장무침*', '백김치', '파인애플*']"
국원초등학교,20250423,1125,720.3,91.4,32.4,24.7,75.2,0.7,0.3,12.2,134.4,3.4,"['햄콘김치볶음밥', '어묵국*', '치커리유자소스무침1', '뿌링치킨너겟', '나박김치', '얼티브바나나우유', '우유']"
국원초등학교,20250424,1125,632.2,76.9,31.8,20.9,84.1,0.5,0.4,13.6,226.0,3.3,"['친환경발아현미밥*', '유부된장국.', '얼갈이겉절이', '치즈닭갈비1', '에그랑땡', '친환경배*', '우유']"
국원초등학교,20250425,1125,478.9,68.6,23.9,11.7,48.1,0.6,0.4,8.0,220.0,2.0,"['친환경기장밥*', '뼈없는 감자탕*', '삼색묵김가루무침*', '깍두기.', '콤비네이션 조각피자', '참외*', '우유']"
국원초등학교,20250428,1125,452.3,68.9,22.2,8.9,107.8,0.2,0.2,14.2,164.7,2.5,"['친환경혼합잡곡밥*', '꽃게탕.', '시금치무침', '생선가스*', '배추김치.', '블랙사파이어포도', '우유']"
국원초등학교,20250429,1125,545.0,98.1,17.9,8.8,50.6,0.3,0.3,8.5,69.3,2.3,"['친환경쌀밥.', '소고기샤브국*', '떡볶이*', '배추김치.', '허브김말이튀김*', '친환경배*', '우유']"
국원초등학교,20250430,1125,758.9,81.2,23.9,37.2,101.7,0.6,0.4,9.2,190.8,3.1,"['숙성카레밥', '미소된장국*', '콩나물무침*', '한입돈까스', '열무김치', '요거얌얌 및 레몬에이드', '우유']"
국원초등학교,20250502,1118,885.3,154.6,24.8,17.5,62.3,0.4,0.6,16.3,190.9,3.0,"['후리가케주먹밥', '나폴리탄스파게티', '크림스프', '배추김치.', '갈릭파이스틱', '티니핑요구르트']"
국원초등학교,20250507,1118,1061.1,135.9,29.0,43.1,54.7,0.6,0.2,30.0,240.8,3.2,"['친환경쌀밥', '꼬지어묵우동', '양배추샐러드+참깨드레싱', '남산식왕돈까스', '깍두기.', '오렌지*']"
국원초등학교,20250508,1118,720.3,87.4,27.6,27.3,182.4,0.3,0.5,5.1,204.5,3.0,"['친환경쌀밥.', '쇠고기미역국*', '닭봉데리야끼조림', '애호박무침', '배추김치.', '잔반이벤트 선물']"
국원초등학교,20250509,1118,593.8,62.6,25.9,26.0,98.5,0.2,0.2,4.9,148.9,1.9,"['친환경발아현미밥*', '참치김치찌개*', '도토리묵무침*', '통새우까스', '열무김치*', '사과*']"
국원초등학교,20250512,1118,614.4,94.0,22.7,17.7,41.8,0.6,0.5,55.3,212.1,3.3,"['친환경차수수밥*', '버섯만두전골', '오이맛살초무침', '매콤부대볶음', '깍두기.', '파인애플']"
국원초등학교,20250513,1118,612.7,81.6,29.0,17.8,36.2,0.5,0.5,61.6,163.7,3.4,"['친환경기장밥*', '차돌된장찌개*', '숙주미나리무침*', '고등어카레구이*', '열무김치*', '유기농사과한모금주스.']"
국원초등학교,20250514,1118,487.3,76.4,13.7,14.7,312.6,1.3,0.4,66.8,165.7,3.3,"['심쿵햄김치볶음밥', '망고샐러드', '시금치들깨무침', '웨지감자*케첩', '백김치*', '가쓰오장국*']"
국원초등학교,20250515,1118,641.9,71.8,31.7,23.9,60.7,0.6,0.3,8.2,71.5,3.3,"['친환경보리밥*', '스승의날 케이크', '돼지국밥*미니소면', '콩나물피망무침', '언양식불고기/파채', '오이소박이']"
국원초등학교,20250516,1118,504.6,61.4,22.9,18.0,26.3,0.7,0.1,13.4,76.8,2.2,"['친환경차조밥*', '짬뽕순두부', '하트단무지무침*', '고메소바바치킨', '배추김치.', '블랙사파이어포도']"
국원초등학교,20250519,1118,492.2,61.5,24.0,16.1,163.6,0.2,0.5,7.4,159.3,3.0,"['쭈꾸미채소비빔밥!', '계란국', '진미채간장볶음*', '옥수수콘치즈구이1', '열무김치*', '사과*', '우유']"
국원초등학교,20250520,1118,547.1,61.5,26.8,20.4,57.3,0.7,0.4,43.4,112.6,2.7,"['친환경발아현미밥*', '소고기육개장*', '돼지갈비찜', '애호박새우젓볶음*', '깍두기.', '반쪽골드키위', '우유']"
국원초등학교,20250521,1118,858.1,117.8,37.6,26.2,147.1,0.5,0.5,14.1,219.8,3.9,"['계란함박덮밥', '맑은콩나물국*', '비빔야채만두', '멸치볶음*', '배추김치.', '샤인머스캣푸딩', '우유']"
국원초등학교,20250522,1118,938.3,135.7,37.6,26.2,104.6,0.4,0.6,13.8,233.1,4.9,"['친환경기장밥*', '감자옹심이국1', 'mini들기름막국수', '치즈닭갈비', '배추김치.', '식물성유산균요구르트', '우유']"
국원초등학교,20250523,1118,445.6,59.8,24.0,11.4,30.4,0.6,0.3,5.6,100.2,2.0,"['친환경차조밥*', '미소된장국*', '돈육김치찜*', '치커리사과무침*', '깍두기.', '친환경배*', '우유']"
국원초등학교,20250526,1118,687.0,114.5,24.0,14.7,232.3,0.6,0.3,65.8,126.0,3.2,"['친환경쌀밥', '달걀볶음밥', '베트남식쌀국수', '마늘쫑장아찌무침', '돼지고기짜조롤', '배추김치.', '파인애플', '우유']"
국원초등학교,20250527,1118,620.0,79.1,37.6,16.1,199.0,1.0,0.4,19.6,174.2,4.4,"['친환경흑미밥*', '순대국', '열무된장무침*', '제육볶음', '오이소박이*', '참외*', '우유']"
국원초등학교,20250528,1118,1035.5,172.5,24.8,26.1,50.0,0.2,0.3,4.5,192.5,2.4,"['참치마요주먹밥', '우동국물', '별콕콕 스텔라떡볶이', '탱글군만두', '배추김치.', '고마워 감귤c', '우유']"
국원초등학교,20250529,1118,611.8,87.0,31.6,15.6,123.0,0.7,0.5,12.7,154.6,3.4,"['건파래볶음', '친환경혼합잡곡밥*', '뼈없는 감자탕*', '*함박스테이크', '깍두기.', '수박*', '우유']"
국원초등학교,20250530,1118,641.8,81.5,38.3,17.0,38.6,1.0,0.5,25.5,176.4,3.7,"['친환경쌀밥.', '순두부백탕', '양배추쌈/쌈장', '수육*', '초당옥수수핫도그', '보쌈김치.', '수리취앙금절편', '우유']"
국원초등학교,20250602,1118,772.1,92.7,43.9,25.1,292.4,0.6,0.7,28.1,541.7,3.6,"['친환경보리밥*', '참치김치찌개*', '콩나물무침*', '고치치까스', '열무김치*', '오렌지*', '우유']"
국원초등학교,20250604,1118,1127.4,168.1,31.8,35.5,350.9,0.7,1.3,9.2,541.7,9.0,"['친환경쌀밥', '오복지무침', '우사골차슈면', '맛동산탕수육', '배추김치.', '미니팝콘', '우유']"
국원초등학교,20250605,1118,503.6,60.9,29.2,15.3,309.0,0.8,0.6,6.6,438.2,3.1,"['친환경차수수밥*', '미소된장국*', '돈육김치찜*', '근대나물무침*', '알타리김치', '사과*', '우유']"
국원초등학교,20250609,1118,731.6,102.6,28.8,22.4,403.2,0.5,0.7,12.4,472.7,3.3,"['닭갈비덮밥', '김치전', '버터갈릭감자튀김*', '백김치*', '가쓰오장국*', '수박*', '우유']"
국원초등학교,20250610,1118,637.8,82.3,33.4,19.5,371.4,0.9,0.7,14.1,490.7,3.8,"['친환경쌀밥.', '들깨미역국*', '마늘보쌈', '잡채무침*', '보쌈김치.', '국원초요아정★', '우유']"
국원초등학교,20250611,1118,887.7,115.1,27.4,35.6,340.2,0.6,0.5,7.5,540.6,2.6,"['친환경쌀밥', '영양닭죽', '하트단무지무침*', '치즈스틱', '배추김치.', '축100일 케이크', '피크닉', '미니불고기버거', '우유']"
국원초등학교,20250612,1118,549.3,86.6,29.9,8.9,320.0,0.9,0.5,13.2,445.0,2.9,"['김치수제비국', '쑥갓두부무침*', '돈육팽이버섯불고기', '오이소박이*', '청포도*', '우유', '아미노산밥*']"
국원초등학교,20250613,1118,805.2,120.1,30.7,20.7,328.4,0.7,0.7,11.1,452.2,7.9,"['친환경쌀밥', '사과잔치국수*', '도토리묵야채무침', '임연수어카레구이', '시즈닝회오리감자', '석박지', '우유']"
국원초등학교,20250616,1118,752.8,107.4,37.1,19.4,380.1,1.0,0.7,14.5,450.5,7.9,"['친환경혼합잡곡밥*', '물만두국*', '안동찜닭', '감자전', '배추김치.', '대추방울토마토', '우유']"
국원초등학교,20250617,1118,642.9,130.6,19.4,5.0,356.8,0.4,0.5,20.7,429.7,2.7,"['친환경보리밥*', '꽃게탕.', '시금치무침', '배추김치.', '멜론*', '로제치즈쏙옹볶이', '우유']"
국원초등학교,20250618,1118,826.2,99.9,26.6,36.6,295.7,0.5,0.9,23.2,840.3,26.7,"['햄마요덮밥', '유부된장국', '애호박새우젓볶음*', '김말이', '배추김치.', '식물성유산균요구르트', '우유']"
국원초등학교,20250619,1118,774.6,83.3,31.0,35.3,269.9,1.7,0.6,7.5,399.7,3.9,"['친환경차조밥*', '열정국밥.', '열정떡갈비', '더덕배무침', '깍두기.', '사과*', '우유']"
국원초등학교,20250620,1118,759.1,82.4,33.1,33.5,246.2,1.0,0.5,34.8,442.9,3.3,"['친환경기장밥*', '고기집된장찌개', '양배추샐러드/케요네즈', '허니&양념치킨', '나박김치', '귤*', '우유']"
